x,y,global_ctr,tag,ld,st,amoswap,amoor
8,0,338755,3255304192,1792,16,0,0
9,0,338755,3255304192,1792,16,0,0
10,0,338755,3255304192,1792,16,0,0
11,0,338755,3255304192,1792,16,0,0
12,0,338755,3255304192,1792,16,0,0
13,0,338755,3255304192,1792,16,0,0
14,0,338755,3255304192,1792,16,0,0
15,0,338755,3255304192,1792,16,0,0
0,10,338755,3255304192,1792,16,0,0
1,10,338755,3255304192,1792,16,0,0
2,10,338755,3255304192,1792,16,0,0
3,10,338755,3255304192,1792,16,0,0
4,10,338755,3255304192,1792,16,0,0
5,10,338755,3255304192,1792,16,0,0
6,10,338755,3255304192,1792,16,0,0
7,10,338755,3255304192,1792,16,0,0
8,10,338755,3255304192,1776,32,0,0
9,10,338755,3255304192,1776,32,0,0
10,10,338755,3255304192,1776,32,0,0
11,10,338755,3255304192,1776,32,0,0
12,10,338755,3255304192,1776,32,0,0
13,10,338755,3255304192,1776,32,0,0
14,10,338755,3255304192,1776,32,0,0
15,10,338755,3255304192,1776,32,0,0
0,0,338756,3288334336,1904,48,0,0
1,0,338756,3288334336,2032,48,0,0
2,0,338756,3288334336,2160,38,0,0
3,0,338756,3288334336,3168,32,0,0
4,0,338756,3288334336,1792,32,0,0
5,0,338756,3288334336,1792,26,0,0
6,0,338756,3288334336,1792,16,0,0
7,0,338756,3288334336,1792,16,0,0
8,0,338756,3288334336,1792,16,0,0
9,0,338756,3288334336,1792,16,0,0
10,0,338756,3288334336,1792,16,0,0
11,0,338756,3288334336,1792,16,0,0
12,0,338756,3288334336,1792,16,0,0
13,0,338756,3288334336,1792,16,0,0
14,0,338756,3288334336,1792,16,0,0
15,0,338756,3288334336,1792,16,0,0
0,10,338756,3288334336,1792,16,0,0
1,10,338756,3288334336,1792,16,0,0
2,10,338756,3288334336,1792,16,0,0
3,10,338756,3288334336,1792,16,0,0
4,10,338756,3288334336,1792,16,0,0
5,10,338756,3288334336,1792,16,0,0
6,10,338756,3288334336,1792,16,0,0
7,10,338756,3288334336,1792,16,0,0
8,10,338756,3288334336,1776,32,0,0
9,10,338756,3288334336,1776,32,0,0
10,10,338756,3288334336,1776,32,0,0
11,10,338756,3288334336,1776,32,0,0
12,10,338756,3288334336,1776,32,0,0
13,10,338756,3288334336,1776,32,0,0
14,10,338756,3288334336,1776,32,0,0
15,10,338756,3288334336,1776,32,0,0
0,0,338765,3255566336,1904,48,0,0
1,0,338765,3255566336,2032,48,0,0
2,0,338765,3255566336,2160,38,0,0
3,0,338765,3255566336,3168,32,0,0
4,0,338765,3255566336,1792,32,0,0
5,0,338765,3255566336,1792,26,0,0
6,0,338765,3255566336,1792,16,0,0
7,0,338765,3255566336,1792,16,0,0
8,0,338765,3255566336,1792,16,0,0
9,0,338765,3255566336,1792,16,0,0
10,0,338765,3255566336,1792,16,0,0
11,0,338765,3255566336,1792,16,0,0
12,0,338765,3255566336,1792,16,0,0
13,0,338765,3255566336,1792,16,0,0
14,0,338765,3255566336,1792,16,0,0
15,0,338765,3255566336,1792,16,0,0
0,10,338765,3255566336,1792,16,0,0
1,10,338765,3255566336,1792,16,0,0
2,10,338765,3255566336,1792,16,0,0
3,10,338765,3255566336,1792,16,0,0
4,10,338765,3255566336,1792,16,0,0
5,10,338765,3255566336,1792,16,0,0
6,10,338765,3255566336,1792,16,0,0
7,10,338765,3255566336,1792,16,0,0
8,10,338765,3255566336,1776,32,0,0
9,10,338765,3255566336,1776,32,0,0
10,10,338765,3255566336,1776,32,0,0
11,10,338765,3255566336,1776,32,0,0
12,10,338765,3255566336,1776,32,0,0
13,10,338765,3255566336,1776,32,0,0
14,10,338765,3255566336,1776,32,0,0
15,10,338765,3255566336,1776,32,0,0
0,0,338766,3305111552,1904,48,0,0
1,0,338766,3305111552,2032,48,0,0
2,0,338766,3305111552,2160,38,0,0
3,0,338766,3305111552,3168,32,0,0
4,0,338766,3305111552,1792,32,0,0
5,0,338766,3305111552,1792,26,0,0
6,0,338766,3305111552,1792,16,0,0
7,0,338766,3305111552,1792,16,0,0
8,0,338766,3305111552,1792,16,0,0
9,0,338766,3305111552,1792,16,0,0
10,0,338766,3305111552,1792,16,0,0
11,0,338766,3305111552,1792,16,0,0
12,0,338766,3305111552,1792,16,0,0
13,0,338766,3305111552,1792,16,0,0
14,0,338766,3305111552,1792,16,0,0
15,0,338766,3305111552,1792,16,0,0
0,10,338766,3305111552,1792,16,0,0
1,10,338766,3305111552,1792,16,0,0
2,10,338766,3305111552,1792,16,0,0
3,10,338766,3305111552,1792,16,0,0
4,10,338766,3305111552,1792,16,0,0
5,10,338766,3305111552,1792,16,0,0
6,10,338766,3305111552,1792,16,0,0
7,10,338766,3305111552,1792,16,0,0
8,10,338766,3305111552,1776,32,0,0
9,10,338766,3305111552,1776,32,0,0
10,10,338766,3305111552,1776,32,0,0
11,10,338766,3305111552,1776,32,0,0
12,10,338766,3305111552,1776,32,0,0
13,10,338766,3305111552,1776,32,0,0
14,10,338766,3305111552,1776,32,0,0
