x,y,global_ctr,tag,ld,st,amoswap,amoor
0,0,384987,2231894016,0,48,0,0
1,0,384987,2231894016,0,48,0,0
2,0,384987,2231894016,0,48,0,0
3,0,384987,2231894016,0,48,0,0
4,0,384987,2231894016,0,48,0,0
5,0,384987,2231894016,0,48,0,0
6,0,384987,2231894016,0,48,0,0
7,0,384987,2231894016,0,48,0,0
8,0,384987,2231894016,0,48,0,0
9,0,384987,2231894016,0,48,0,0
10,0,384987,2231894016,0,48,0,0
11,0,384987,2231894016,0,48,0,0
12,0,384987,2231894016,0,48,0,0
13,0,384987,2231894016,0,48,0,0
14,0,384987,2231894016,120,54,0,0
15,0,384987,2231894016,0,48,0,0
0,10,384987,2231894016,0,48,0,0
1,10,384987,2231894016,0,32,0,0
2,10,384987,2231894016,0,32,0,0
3,10,384987,2231894016,0,32,0,0
4,10,384987,2231894016,0,32,0,0
5,10,384987,2231894016,0,32,0,0
6,10,384987,2231894016,0,32,0,0
7,10,384987,2231894016,0,32,0,0
8,10,384987,2231894016,0,32,0,0
9,10,384987,2231894016,0,32,0,0
10,10,384987,2231894016,0,32,0,0
11,10,384987,2231894016,0,32,0,0
12,10,384987,2231894016,0,32,0,0
13,10,384987,2231894016,0,32,0,0
14,10,384987,2231894016,0,32,0,0
15,10,384987,2231894016,0,32,0,0
0,0,385003,84410368,0,48,0,0
1,0,385003,84410368,0,48,0,0
2,0,385003,84410368,0,48,0,0
3,0,385003,84410368,0,48,0,0
4,0,385003,84410368,0,48,0,0
5,0,385003,84410368,0,48,0,0
6,0,385003,84410368,0,48,0,0
7,0,385003,84410368,0,48,0,0
8,0,385003,84410368,0,48,0,0
9,0,385003,84410368,0,48,0,0
10,0,385003,84410368,0,48,0,0
11,0,385003,84410368,0,48,0,0
12,0,385003,84410368,0,48,0,0
13,0,385003,84410368,0,48,0,0
14,0,385003,84410368,128,54,0,0
15,0,385003,84410368,0,48,0,0
0,10,385003,84410368,0,48,0,0
1,10,385003,84410368,0,32,0,0
2,10,385003,84410368,0,32,0,0
3,10,385003,84410368,0,32,0,0
4,10,385003,84410368,0,32,0,0
5,10,385003,84410368,0,32,0,0
6,10,385003,84410368,0,32,0,0
7,10,385003,84410368,0,32,0,0
8,10,385003,84410368,0,32,0,0
9,10,385003,84410368,0,32,0,0
10,10,385003,84410368,0,32,0,0
11,10,385003,84410368,0,32,0,0
12,10,385003,84410368,0,32,0,0
13,10,385003,84410368,0,32,0,0
14,10,385003,84410368,0,32,0,0
15,10,385003,84410368,0,32,0,0
0,0,385069,2232156160,0,48,0,0
1,0,385069,2232156160,0,48,0,0
2,0,385069,2232156160,0,48,0,0
3,0,385069,2232156160,0,48,0,0
4,0,385069,2232156160,0,48,0,0
5,0,385069,2232156160,0,48,0,0
6,0,385069,2232156160,0,48,0,0
7,0,385069,2232156160,0,48,0,0
8,0,385069,2232156160,0,48,0,0
9,0,385069,2232156160,0,48,0,0
10,0,385069,2232156160,0,48,0,0
11,0,385069,2232156160,0,48,0,0
12,0,385069,2232156160,0,48,0,0
13,0,385069,2232156160,0,48,0,0
14,0,385069,2232156160,128,54,0,0
15,0,385069,2232156160,0,48,0,0
0,10,385069,2232156160,0,48,0,0
1,10,385069,2232156160,0,32,0,0
2,10,385069,2232156160,0,32,0,0
3,10,385069,2232156160,0,32,0,0
4,10,385069,2232156160,0,32,0,0
5,10,385069,2232156160,0,32,0,0
6,10,385069,2232156160,0,32,0,0
7,10,385069,2232156160,0,32,0,0
8,10,385069,2232156160,0,32,0,0
9,10,385069,2232156160,0,32,0,0
10,10,385069,2232156160,0,32,0,0
11,10,385069,2232156160,0,32,0,0
12,10,385069,2232156160,0,32,0,0
13,10,385069,2232156160,0,32,0,0
14,10,385069,2232156160,0,32,0,0
15,10,385069,2232156160,0,32,0,0
0,0,385085,84672512,0,48,0,0
1,0,385085,84672512,0,48,0,0
2,0,385085,84672512,0,48,0,0
3,0,385085,84672512,0,48,0,0
4,0,385085,84672512,0,48,0,0
5,0,385085,84672512,0,48,0,0
6,0,385085,84672512,0,48,0,0
7,0,385085,84672512,0,48,0,0
8,0,385085,84672512,0,48,0,0
9,0,385085,84672512,0,48,0,0
10,0,385085,84672512,0,48,0,0
11,0,385085,84672512,0,48,0,0
12,0,385085,84672512,0,48,0,0
13,0,385085,84672512,0,48,0,0
14,0,385085,84672512,128,54,0,0
15,0,385085,84672512,0,48,0,0
0,10,385085,84672512,0,48,0,0
1,10,385085,84672512,0,32,0,0
2,10,385085,84672512,0,32,0,0
3,10,385085,84672512,0,32,0,0
4,10,385085,84672512,0,32,0,0
5,10,385085,84672512,0,32,0,0
6,10,385085,84672512,0,32,0,0
7,10,385085,84672512,0,32,0,0
8,10,385085,84672512,0,32,0,0
9,10,385085,84672512,0,32,0,0
10,10,385085,84672512,0,32,0,0
11,10,385085,84672512,0,32,0,0
12,10,385085,84672512,0,32,0,0
13,10,385085,84672512,0,32,0,0
14,10,385085,84672512,0,32,0,0
15,10,385085,84672512,0,32,0,0
0,0,386349,1141112832,72,48,0,0
1,0,386349,1141112832,192,48,0,0
2,0,386349,1141112832,105,48,0,0
3,0,386349,1141112832,51,48,0,0
4,0,386349,1141112832,84,48,0,0
5,0,386349,1141112832,128,48,0,0
6,0,386349,1141112832,125,48,0,0
